from_,to_,flow,cost
338,127,13.0,5.2800003051758
338,337,1072.0,0.4368395610165994
338,339,792.0,0.5076623265836866
339,45,173.0,1.6800000508626
339,338,1072.0,0.5096461545193642
339,340,793.0,0.333608680479384
340,38,205.0,2.5600001017253
340,339,493.0,0.3333509086409778
340,343,797.0,1.174911444862637
341,38,49.0,2.9600001017253
341,288,797.0,0.739183292849019
341,342,362.11212994577363,1.3043484350989385
342,341,564.0,1.30435748328863
342,343,119.0,0.010000000397364
342,344,19.0,0.010000000397364
342,345,224.11212994577363,0.010000000397364
343,340,229.0,1.1739138292462754
343,342,386.0,0.010000000397364
343,344,243.0,0.010000000397364
343,345,168.0,0.010000000397364
344,342,5.0,0.010000000397364
344,343,69.0,0.010000000397364
344,345,107.0,0.010000000397364
344,351,306.0,1.3418328394637578
345,342,173.0,0.010000000397364
345,343,41.0,0.010000000397364
345,344,44.0,0.010000000397364
345,346,499.11212994577363,1.08652353237574
346,345,258.0,1.080191859247404
346,347,499.11212994577363,0.010000000397364
347,346,258.0,0.010000000397364
347,348,499.11212994577363,1.986472377382144
348,136,36.0,2.0000001271566
348,335,471.11212994577363,1.7826127656274802
348,347,258.0,1.9748962877740792
348,353,13.0,5.623188479511101
349,27,0.0,1.8800000508626002
349,244,263.0,1.928917927814335
349,350,176.0,2.130083897981536
350,349,263.0,2.132938041099021
350,351,176.0,0.010000000397364
350,352,0.0,0.010000000397364
351,344,181.0,1.3418191197497331
351,350,263.0,0.010000000397364
351,352,43.0,0.010000000397364
352,350,0.0,0.010000000397364
352,351,5.0,0.010000000397364
352,353,43.0,3.4363636374062225
353,135,56.0,2.0000001271566
353,241,0.0,5.5652176124462
353,348,8.0,5.6231884795111
353,352,5.0,3.4363636363636108
354,25,162.5529306277458,2.6400001525879
354,207,603.0682653690093,0.8968419870748432
354,210,135.0,0.4451609089411301
355,356,903.0,0.19269961672656793
355,357,559.6555184112221,0.683988690339897
355,885,2819.815253267109,0.44572279557402184
356,270,1565.0,0.6884134201455872
356,355,3379.4707716783305,0.2706107922217976
357,356,693.3331487342439,0.4545464756297544
357,358,559.6555184112221,0.2903379063532677
358,359,1429.655518411222,0.3491346201000528
358,360,201.12621966878945,0.5746890373463339
358,925,2486.060676457899,1.2908082052896614
359,357,693.3331487342439,0.9090929512594988
359,358,2486.060676457899,0.5647286058430123
359,368,1429.655518411222,1.3716001998173717
360,47,195.12621966878945,0.4
360,363,360.0,0.685312190830764
361,47,338.0,0.4
361,359,467.0,0.6690478728129042
362,47,24.873780331210586,1.2
362,363,994.6475654094829,0.3362485060320777
362,1011,2277.0071409641314,0.4469359536722637
363,362,1667.0071409641314,0.3650344666928901
363,364,79.0,0.7304722078890176
363,366,1342.6475654094827,0.35033054185368445
364,365,79.0,0.2869712215659533
365,366,286.0,0.7338255903067549
365,448,79.0,1.0957082703672747
366,361,430.0,0.2925163861460165
366,363,1734.0071409641314,0.4856984511204129
366,367,1363.6475654094827,0.8065483662128617
367,366,1899.0071409641314,1.3301683971737417
367,368,0.0,0.010000000397364
367,369,95.0,0.010000000397364
367,370,1097.6475654094827,0.010000000397364
367,371,171.0,0.010000000397364
368,359,2712.393825192143,1.4936103226000446
368,367,0.0,0.010000000397364
368,369,77.0,0.010000000397364
368,370,1314.655518411222,0.010000000397364
368,371,38.0,0.010000000397364
369,367,76.0,0.010000000397364
369,368,156.0,0.010000000397364
369,370,45.0,0.010000000397364
369,371,154.0,0.010000000397364
369,447,325.0,0.790630786091484
370,367,605.0,0.010000000397364
370,368,2254.393825192143,0.010000000397364
370,369,39.0,0.010000000397364
370,371,28.88609328756138,0.010000000397364
370,383,2583.5902123920096,1.46081881351198
371,367,1218.0071409641314,0.010000000397364
371,368,302.0,0.010000000397364
371,369,114.0,0.010000000397364
371,370,126.28712857130449,0.010000000397364
371,372,391.8860932875613,0.6527611759481423
372,371,1760.2942695354361,0.7310973659330355
372,373,391.8860932875613,0.010000000397364
373,372,1760.2942695354361,0.010000000397364
373,374,391.8860932875613,0.7572029823604794
374,373,1760.2942695354361,1.3169144440651626
374,375,391.8860932875613,0.010000000397364
375,374,1760.2942695354361,0.010000000397364
375,376,391.8860932875613,0.5587448681997061
376,48,180.0,0.72000001271566
376,375,1760.2942695354361,0.9536276461186194
376,377,338.0,0.2899097136587918
377,51,13.0,1.4800000508626
377,376,1592.4081762478745,0.42278102773405973
377,378,325.0,0.28943498262065803
378,50,113.0,1.5200000762939
378,377,1319.4081762478745,0.34557422306545293
378,379,403.0,0.5601981595060178
379,378,940.4081762478744,0.5724714349476866
379,380,282.0,0.010000000397364
379,381,121.0,0.010000000397364
380,306,491.0,0.713895113107916
380,379,918.2942695354359,0.010000000397364
380,381,1055.3257892828842,0.010000000397364
381,379,22.11390671243862,0.010000000397364
381,380,209.0,0.010000000397364
381,382,1176.3257892828842,0.9661623054329976
382,51,30.0,1.0000000635783
382,381,231.11390671243862,0.8609428373362495
382,391,1352.3257892828842,2.498818062992379
383,52,476.2871285713045,1.0800000508626
383,370,2927.279918479704,1.462662468120192
383,384,2107.3030838207046,0.4221091892267436
384,383,2587.279918479704,0.5455885437563839
384,385,240.76764835699572,0.010000000397364
384,386,1866.535435463709,0.010000000397364
385,384,1076.279918479704,0.010000000397364
385,386,0.0,0.010000000397364
385,443,421.35701008350577,0.6484844923742766
386,384,1511.0,0.010000000397364
386,385,180.58936172651008,0.010000000397364
386,387,1866.535435463709,0.9863246507010884
387,386,1691.58936172651,0.948790667698948
387,388,161.5965755392317,0.2870657497640811
387,389,1704.9388599244776,0.2576069365137547
388,387,10.0,0.28695653875991173
388,389,584.1139067124385,0.28849391184441314
388,439,266.3126541766542,2.4260564348957696
388,442,960.0854426432269,1.177095783439981
389,387,1681.58936172651,0.256495545411738
389,388,1064.8015212806495,0.30944620286828783
389,390,2289.0527666369157,0.6056168898576694
390,389,2746.39088300716,0.6545339200099258
390,391,98.11390671243862,0.010000000397364
390,392,2190.9388599244776,0.010000000397364
391,382,208.11390671243862,2.0348910854505715
391,390,513.3257892828842,0.010000000397364
391,392,839.0,0.010000000397364
392,390,2233.0650937242754,0.010000000397364
392,391,110.0,0.010000000397364
392,393,3029.9388599244776,0.9378933924389607
393,56,0.0,4.1600001017253
393,392,2343.0650937242754,0.5695861415968132
393,394,2817.9388599244776,0.44291959368470496
393,404,232.01202000224288,0.615180149059177
394,54,5.0,1.3600001017253
394,393,1950.1332171096874,0.27351099598289214
394,395,2817.9388599244776,0.7154855016563719
395,55,0.0,3.8000002543132
395,394,1811.0771137265185,0.4256123813373837
395,396,2823.9268399222346,0.547756571049952
396,395,1604.0650937242756,0.3116518082355157
396,397,1423.0509898702512,0.010000000397364
396,398,1399.8878700542264,0.010000000397364
396,399,0.9879799977570656,0.010000000397364
397,396,11.0,0.010000000397364
397,398,11.0,0.010000000397364
397,399,0.0,0.010000000397364
397,1035,1556.9858961459759,0.8901766317756072
398,396,1593.0650937242756,0.010000000397364
398,397,94.93490627572464,0.010000000397364
398,399,35.0,0.010000000397364
398,406,1486.8878700542264,0.7287694451335803
399,396,0.0,0.010000000397364
399,397,39.0,0.010000000397364
399,398,76.0,0.010000000397364
399,400,35.987979997757066,0.9130771918436374
400,54,28.0,0.84000002543132
400,399,115.0,0.9150186890807642
400,401,7.987979997757066,0.8086958217247618
401,400,33.0,0.8087177083319254
401,402,7.987979997757066,0.010000000397364
401,403,0.0,0.010000000397364
402,401,33.0,0.010000000397364
402,403,105.0,0.010000000397364
402,405,32.0,0.9652410411396708
403,401,0.0,0.010000000397364
403,402,24.012020002242927,0.010000000397364
403,404,105.0,0.9667355830040588
404,54,208.0,0.96000003814697
404,393,363.9438966168309,0.6735110595612226
404,403,24.012020002242927,0.9652260586362632
405,53,32.0,0.84000002543132
405,402,138.0,0.9691727515356288
406,57,53.0,0.88000005086263
406,398,1723.0,0.7556410711075456
406,407,1483.8878700542264,0.6518340963778998
407,58,0.0,3.8000002543132
407,406,1495.0,0.6526682684323619
407,408,1556.8878700542264,1.7798844216240826
408,407,1165.0,1.721873135480129
408,409,1494.8878700542264,0.010000000397364
408,410,62.0,0.010000000397364
409,408,237.0,0.010000000397364
409,412,1494.8878700542264,3.327313412842923
410,408,928.0,0.010000000397364
410,409,0.0,0.010000000397364
410,411,62.0,1.2592593602218185
411,63,61.0,0.44000002543132
411,410,928.0,1.2916363864650622
411,414,81.0,0.9074074727964908
412,59,1494.8878700542264,0.7600000381469699
412,409,237.0,2.452407358292422
413,59,1894.1121299457736,0.92000001271566
413,415,138.0,1.1594203282965048
413,420,0.0,2.2400001525879
414,411,810.0,0.9193188925088892
414,415,45.0,0.010000000397364
414,416,36.0,0.010000000397364
414,417,0.0,0.010000000397364
415,413,1699.1121299457736,1.2383482260926872
415,414,0.0,0.010000000397364
415,416,33.0,0.010000000397364
415,417,105.0,0.010000000397364
416,414,810.0,0.010000000397364
416,415,657.1121299457736,0.010000000397364
416,417,518.0,0.010000000397364
416,419,127.0,0.5740741927471374
417,414,0.0,0.010000000397364
417,415,997.0,0.010000000397364
417,416,58.0,0.010000000397364
417,418,623.0,0.594324326650089
418,63,0.0,2.2800000508626
418,64,23.0,0.7600000381469699
418,417,1055.0,0.5967655910325957
418,428,652.0,0.5943609168921922
419,64,24.0,0.7600000381469699
419,416,1985.1121299457736,0.6593965447710392
419,421,143.0,0.8333336711739042
420,62,0.0,2.2800000508626
420,413,195.0,2.5604033826493344
421,62,107.0,2.2800000508626
421,419,2009.1121299457736,1.808699661930834
421,422,267.0,1.5926793142960536
422,421,869.1121299457736,1.6222057014964328
422,423,217.0,0.010000000397364
422,424,7.0,0.010000000397364
422,425,43.0,0.010000000397364
423,325,296.0,3.1159423563251467
423,422,661.1121299457736,0.010000000397364
423,424,81.73830457245641,0.010000000397364
423,425,42.0,0.010000000397364
424,422,0.0,0.010000000397364
424,423,0.0,0.010000000397364
424,425,0.0,0.010000000397364
424,427,208.7383045724564,1.260869596923288
425,422,208.0,0.010000000397364
425,423,79.0,0.010000000397364
425,424,120.0,0.010000000397364
425,426,85.0,1.1296299147480722
426,65,46.0,1.0000000635783
426,425,407.0,1.1301235807876582
426,1030,39.0,0.2962963092657315
427,424,0.0,1.2608695836459
427,428,196.7383045724564,3.667774157557413
427,469,12.0,9.608696094457699
428,418,1056.0,0.5967796859286826
428,427,0.0,3.6666667403806
428,429,848.7383045724564,0.5949302188348257
429,63,18.0,2.2800000508626
429,428,1056.0,0.5967796859286826
429,430,976.7383045724564,0.5377120910493085
430,429,1074.0,0.538796334592796
430,431,976.7383045724564,0.010000000397364
431,430,1074.0,0.010000000397364
431,432,976.7383045724564,0.9591621308331192
432,58,472.0,2.2800000508626
432,431,1074.0,0.961096186928983
432,433,762.7383045724564,0.7831248066648326
433,432,1332.0,0.7956251604833059
433,434,995.673210848181,0.9303976175462983
433,479,153.0,1.6376866908054213
433,1035,22.0,1.3478261606715798
434,55,827.9490101297487,1.1200000762939
434,433,1416.0,0.949516834686329
434,435,854.673210848181,0.43533669572584743
435,56,0.0,0.7600000381469699
435,434,2102.949010129749,0.5365009470051068
435,436,871.673210848181,0.3338094452258509
436,435,2096.949010129749,0.4100380312384903
436,437,777.673210848181,0.010000000397364
436,438,94.0,0.010000000397364
437,436,1484.3817901010113,0.010000000397364
437,438,0.0,0.010000000397364
437,474,777.673210848181,2.486730412021412
438,436,612.5672200287372,0.010000000397364
438,437,0.0,0.010000000397364
438,439,94.0,0.7826098909995763
439,388,119.11390671243862,2.4259285561277206
439,438,612.5672200287372,0.7877943799023456
439,440,49.0,1.017393242690252
439,473,160.71607863742247,0.5926732911234038
440,439,340.9706444895055,1.0282792173087572
440,441,1123.279918479704,1.0660862779544928
440,468,613.4497896788307,0.7989421661645245
441,67,303.0,1.0000000635783
441,440,935.4204341683362,1.0267436430280144
441,442,1529.279918479704,1.4244512153890012
442,388,475.0,1.1241247066149431
442,441,760.4204341683362,1.103088596054228
442,443,1291.4034281818895,0.3772287195740585
442,444,1014.2797916192067,0.610110960529782
443,52,395.7128714286955,0.92000001271566
443,385,1076.279918479704,0.6828238949886525
443,442,419.7676483569958,0.3335031148585375
444,52,332.0,1.4
444,442,631.9706444895055,0.5782844951826664
444,445,1308.2797916192067,0.7492301710586435
445,444,963.9706444895056,0.6575462974051731
445,446,295.0,0.89154608147324
445,455,1515.079690026374,0.6834710425743872
445,1034,29.200101592832645,0.8608848976716597
446,52,7.0,1.3600001017253
446,445,108.0,0.888496377825437
446,447,300.0,0.944284676455556
447,49,371.0,0.44000002543132
447,369,431.0,0.7447028270824051
447,446,115.0,0.9411620968188786
448,365,286.0,1.1007383438035214
448,449,199.6157744462253,1.08554163398107
448,455,0.0,0.99130439758301
449,448,41.874320203780364,1.0696323825482998
449,450,187.6157744462253,0.010000000397364
449,451,12.0,0.010000000397364
450,449,21.0,0.010000000397364
450,451,739.9706444895055,0.010000000397364
450,628,1679.0650937242756,1.1161984058015044
451,449,20.874320203780368,0.010000000397364
451,450,1491.4493192780499,0.010000000397364
451,452,751.9706444895055,0.7160142873395114
452,451,1512.3236394818305,0.969085735414419
452,453,564.0145963020987,0.3668906799508208
452,454,1187.0963242857254,0.5293848704348794
453,66,76.0,0.92000001271566
453,452,1177.9295682584852,0.410159813956316
453,456,603.0145963020987,2.1943768978193963
454,66,38.0,0.7600000381469699
454,452,1333.5343473216635,0.5701597885250042
454,455,1260.0963242857254,0.5172396186285935
455,445,1046.9706444895055,0.5316746010406783
455,448,364.74145424244483,1.0020936292966085
455,454,1363.4639155801488,0.5483897393382544
456,69,92.0,0.84000002543132
456,453,974.0,2.0320258927058585
456,457,718.0145963020987,1.5917627757164663
457,73,10.0,1.2
457,456,569.0,1.2319296644374291
457,458,829.0145963020985,0.8026524158510135
458,457,460.0,0.7840507040004467
458,459,759.0145963020985,0.010000000397364
458,460,70.0,0.010000000397364
459,458,442.0,0.010000000397364
459,460,1448.6141417440158,0.010000000397364
459,768,3687.892303510227,0.7583452981067647
460,458,18.0,0.010000000397364
460,459,2928.877707208129,0.010000000397364
460,461,1518.6141417440158,0.7414121635102507
461,460,2946.877707208129,1.8428485406201407
461,462,1425.6141417440158,0.32700499916341275
461,482,93.0,1.539132742270892
462,461,1864.6832300375754,0.3632827333376534
462,463,1502.6141417440158,0.38916513058001057
463,462,1648.6832300375754,0.40065082265143065
463,464,118.79989840716736,0.9392208456963403
463,466,1552.6141417440158,0.9422631293285127
463,482,0.0,1.2000000165856002
464,73,39.0,1.8800000508626002
464,463,230.0,0.9408608614167424
464,465,122.0,1.3827586087972128
465,68,52.0,0.48000001907349
465,464,205.20010159283265,1.3841388353429898
465,1034,346.0,2.295495758349733
466,463,1561.4831284447428,0.9438491825828078
466,467,599.3938251921427,0.6748556975522393
466,470,1969.381790101012,0.5350560120750566
466,500,392.0,1.4079185596519388
467,71,59.0,1.0000000635783
467,466,843.4497896788307,0.7109806449328805
467,468,765.3938251921428,0.9254486954904916
468,70,53.0,0.6
468,440,1093.279918479704,0.8423294435243296
468,467,770.4497896788307,0.9266581419921353
469,139,69.0,2.0000001271566
469,427,0.0,9.608696094457699
469,481,20.0,6.2836364759047365
469,510,0.0,6.478261164421
470,72,365.0,0.44000002543132
470,466,825.3892894856035,0.4454810693948831
470,471,1665.3817901010113,0.482713120620882
471,470,886.3892894856035,0.44594002842040975
471,472,77.0,0.5925947396161728
471,474,1637.3817901010113,0.43955867936385773
472,71,0.0,1.9600001017253
472,471,100.71607863742248,0.592600623040874
472,473,102.0,1.240758612043538
473,70,60.0,0.84000002543132
473,439,240.11390671243862,0.5931795988150244
473,472,100.71607863742248,1.2407575287364263
474,437,1484.3817901010113,2.640832940427001
474,471,834.673210848181,0.40841389526035937
474,475,149.0,0.6376830192225013
474,502,13.0,2.1800013891154317
475,474,11.0,0.637681196277781
475,476,149.0,0.010000000397364
476,475,11.0,0.010000000397364
476,477,149.0,0.826089336492832
477,61,113.0,1.1200000762939
477,476,11.0,0.8260869749508918
477,478,58.0,1.449275472043224
478,477,25.0,1.44927545459592
478,479,0.0,0.010000000397364
478,480,58.0,0.010000000397364
479,433,21.0,1.6376812331896389
479,478,22.0,0.010000000397364
479,480,131.0,0.010000000397364
480,478,3.0,0.010000000397364
480,479,21.0,0.010000000397364
480,481,189.0,0.8891586010600211
481,60,143.0,0.7600000381469699
481,469,52.0,6.283636688467001
481,480,24.0,0.8888889342216307
482,461,1082.194477170553,1.6688138336313172
482,463,26.0,1.2000000224622382
482,483,93.0,0.6000008819597591
483,74,93.0,1.0800000508626
483,482,1108.194477170553,0.6562122794641774
483,484,0.0,0.77777780132529
484,483,864.194477170553,0.7918399650678726
484,485,0.0,2.462963057153
484,499,0.0,1.6173913375191
485,76,0.0,2.7200002034505
485,484,864.194477170553,2.507493242692626
485,486,0.0,0.78260869565217
486,485,318.5883023626957,0.7828880457228992
486,487,0.0,0.010000000397364
487,486,318.5883023626957,0.010000000397364
487,495,0.0,1.8333333804284
488,140,0.0,2.0000001271566
488,489,0.0,0.010000000397364
488,490,0.0,0.010000000397364
488,491,0.0,0.010000000397364
489,488,0.0,0.010000000397364
489,490,191.0,0.010000000397364
489,491,11.0,0.010000000397364
489,835,285.0,1.6811597053454814
490,488,0.0,0.010000000397364
490,489,285.0,0.010000000397364
490,491,5.0,0.010000000397364
490,492,191.0,0.8518607128850042
491,488,0.0,0.010000000397364
491,489,0.0,0.010000000397364
491,490,0.0,0.010000000397364
491,508,16.0,1.6666666666667007
492,79,58.0,1.8800000508626002
492,490,290.0,0.851921595055017
492,493,828.0,1.2213180229900855
493,77,126.0,1.4400000254313
493,492,227.0,1.2037330643303654
493,494,1244.0,0.3287288546854575
494,493,254.0,0.2966838247934592
494,495,1244.0,1.6536672315297931
494,507,0.0,1.226086989693
495,487,318.5883023626957,1.8335722417479543
495,494,254.0,1.6317610658369466
495,496,925.4116976373044,0.9683942746714632
496,495,254.0,0.944484606551644
496,497,925.4116976373044,0.010000000397364
497,496,254.0,0.010000000397364
497,498,925.4116976373044,0.4936912047699264
498,76,125.0,1.7200000762939
498,497,254.0,0.4815019620529275
498,499,1233.805522829447,2.8446010433943414
499,484,0.0,1.6173913375191
499,498,287.0,2.5742742739124407
499,500,1200.805522829447,0.6268403059855834
499,501,33.0,0.3913150121350853
500,74,114.0,1.8000001271566
500,466,1300.805522829447,1.5995100409336205
500,499,278.0,0.5741122195424904
501,74,33.0,1.6400000254313
501,499,9.0,0.3913044602447702
501,502,0.0,1.9565217391303997
502,474,55.0,2.1802605012432887
502,501,0.0,1.9565217391303997
502,503,13.0,0.9400006024761208
503,75,24.0,1.5200000762939
503,502,55.0,0.9401123297243286
503,504,0.0,5.040000406901
504,78,0.0,1.5200000762939
504,503,32.0,5.040083609660938
504,505,8.0,1.3304350521760522
504,510,0.0,2.3
505,504,6.0,1.330434891521327
505,506,8.0,0.010000000397364
506,505,6.0,0.010000000397364
506,507,8.0,1.2000002447652198
507,77,8.0,1.3600001017253
507,494,0.0,1.226086989693
507,506,6.0,1.200000099860958
508,491,0.0,1.6666666666667
508,509,16.0,0.010000000397364
509,508,0.0,0.010000000397364
509,510,16.0,0.9710145111821104
510,469,11.0,6.478261164421
510,504,5.0,2.3000000429863823
510,509,0.0,0.97101451118211
511,124,51.0,1.1200000762939
511,512,343.0,0.818388427884225
511,1031,386.0,0.32742064472658045
512,511,437.0,0.8188635089947509
512,513,49.0,0.010000000397364
512,514,79.0,0.010000000397364
512,515,215.0,0.010000000397364
513,512,51.0,0.010000000397364
513,514,122.0,0.010000000397364
513,515,0.0,0.010000000397364
513,660,461.0,2.57971523178672
514,181,360.38814201672363,0.7971017553673064
514,512,135.0,0.010000000397364
514,513,407.0,0.010000000397364
514,515,285.0,0.010000000397364
515,512,251.0,0.010000000397364
515,513,5.0,0.010000000397364
515,514,159.3881420167236,0.010000000397364
515,516,500.0,1.885984681793868
516,122,0.0,0.7600000381469699
516,515,415.38814201672363,1.8848077654921118
516,517,563.0,0.8566723774076076
517,516,397.38814201672363,0.8553440894461862
517,518,563.0,0.010000000397364
518,517,397.38814201672363,0.010000000397364
518,519,563.0,0.3629967775200972
519,121,77.0,0.7600000381469699
519,518,397.38814201672363,0.3624339436266153
519,520,600.0,0.6315045898843119
520,119,38.0,0.92000001271566
520,519,454.38814201672363,0.630104155718026
520,521,775.0,0.5239899628797957
521,520,445.38814201672363,0.5188725087191847
521,522,719.0,0.6528687268452272
521,537,111.0,0.834785321728509
522,117,331.0,0.8
522,521,408.38814201672363,0.6484363320086238
522,523,1379.0,1.5557919047173303
523,522,593.3881420167236,1.5227993670758244
523,524,1758.6527380240439,0.640989217455679
523,539,240.0,0.7582077138072773
524,112,420.0,0.72000001271566
524,523,670.3881420167236,0.5930040849443066
524,525,2264.652738024044,0.6425274395349866
525,524,954.3881420167235,0.5019899233612136
525,526,2446.2296587458113,0.3261249146821213
525,542,237.64539927086295,0.8845597618628925
526,525,1143.0335412875866,0.2991724330766032
526,527,461.6635148792557,0.010000000397364
526,528,242.60692208809638,0.010000000397364
526,529,1741.959221778459,0.010000000397364
527,163,604.4789827687346,3.374720329681116
527,526,425.645399270863,0.010000000397364
527,528,526.5400768171529,0.010000000397364
527,529,79.19311028053198,0.010000000397364
528,527,91.81546788947887,0.010000000397364
528,529,55.94527174823452,0.010000000397364
528,544,769.1469989052491,0.9032075932348664
529,526,717.3881420167236,0.010000000397364
529,527,51.0,0.010000000397364
529,530,1877.0976038072256,0.3043522011845468
530,529,768.3881420167235,0.29670015140933137
530,531,1587.5114156147904,0.5059380321735221
530,545,289.58618819243566,1.0458341025575923
531,530,643.3881420167236,0.5002833573643919
531,532,114.0,0.7058256717091558
531,534,1676.5114156147904,0.5893582116154895
532,108,146.0,0.68000005086263
532,531,175.0,0.7049327084840337
532,547,57.0,0.4435603208073008
533,108,206.0,0.84000002543132
533,534,25.0,0.6521806736609947
533,550,144.0,0.6552762478056327
534,531,671.3881420167236,0.5748489266994266
534,533,161.0,0.656760533306939
534,535,1701.5114156147904,0.4025551649895736
535,10,307.0,1.0400000254313002
535,534,832.3881420167235,0.3929715971026312
535,845,1587.5114156147904,0.42114934339297744
536,160,985.6118579832765,0.459347893568173
536,841,2810.65061121848,1.7697888915021514
537,521,92.0,0.834783800081023
537,538,23.0,0.8869634110485195
537,565,114.0,1.1739173718805662
538,117,11.0,1.1600001017253
538,537,3.0,0.8869565935078014
538,539,12.0,2.0086958247409084
539,523,542.6527380240441,0.8210873343436819
539,538,0.0,2.0086956853452
539,540,240.0,0.4967567593828806
539,541,21.402347701274266,0.8347830817569633
540,111,12.0,0.96000003814697
540,539,552.0550857253183,0.5413285789052896
540,573,228.0,0.6533296364924381
541,111,121.0,1.0400000254313002
541,112,7.0,1.4
541,539,0.0,0.8347826418669299
541,542,343.40234770127427,0.7631878608607661
542,525,230.57692072176724,0.8821814284403301
542,541,115.0,0.7581584088672901
542,543,146.64539927086295,0.4981652266877589
542,544,194.4023477012743,0.4434957080829876
543,111,0.0,1.5200000762939
543,542,81.57692072176724,0.4959741391883717
543,580,146.64539927086295,0.4981652266877589
544,528,147.7607396377134,0.8869668107761755
544,542,24.0,0.4434783276598565
544,545,637.0291623280937,0.4469787105072703
544,584,508.4269909761642,1.221046532921659
545,530,125.0,0.9941765616235588
545,544,24.0,0.4434783276598565
545,546,175.0,0.5003207556911009
545,547,766.6153505205292,0.5842746594043448
546,107,203.0,1.0800000508626
546,545,102.0,0.4963565012803837
546,588,42.0,0.4956836448925013
547,532,235.0,0.4445127689213444
547,545,62.0,0.573916098719559
547,548,366.3061961215208,0.5577710587326677
547,549,820.1298210089154,0.5611971884512992
548,107,202.0,0.96000003814697
548,547,496.8206666099068,0.5115824046271832
548,592,347.8239405220884,0.720349350484314
549,547,163.0,0.5480428116753235
549,551,0.0,0.010000000397364
549,552,820.1298210089154,0.010000000397364
550,533,109.0,0.6533433120421742
550,549,0.0,0.010000000397364
550,551,61.0,0.010000000397364
550,552,83.0,0.010000000397364
551,549,0.0,0.010000000397364
551,550,19.0,0.010000000397364
551,552,86.0,0.010000000397364
551,597,115.0,0.9934489122951072
552,549,163.0,0.010000000397364
552,550,90.0,0.010000000397364
552,551,54.0,0.010000000397364
552,553,989.1298210089152,1.0380196261864036
553,552,307.0,1.0320143497772505
553,554,202.0,0.010000000397364
553,556,787.1298210089154,0.010000000397364
554,553,11.0,0.010000000397364
554,555,334.330439153513,0.010000000397364
554,556,43.0,0.010000000397364
554,598,892.7477621885989,0.729463880941279
555,553,0.0,0.010000000397364
555,554,700.7477621885993,0.010000000397364
555,557,524.330439153513,0.531935182222153
556,553,296.0,0.010000000397364
556,554,0.0,0.010000000397364
556,555,190.0,0.010000000397364
556,560,817.1298210089154,0.7479733912925963
557,555,700.7477621885993,0.628243515798997
557,558,524.330439153513,0.33595905894299066
558,96,391.0,0.36000000635783
558,557,700.7477621885993,0.3967853742502025
558,1043,319.330439153513,0.15777138936043392
559,888,284.330439153513,0.15723358301124038
559,943,926.1042755494929,0.18719493470687085
559,1043,795.7477621885989,0.34562742792951
560,556,473.0,0.7319591862322966
560,561,805.139603185533,0.1867130922723991
560,610,755.3748713052846,0.713432486934588
560,975,686.1117493077254,0.2868522316466523
561,560,473.9015235454717,0.1829930528204103
561,562,805.139603185533,0.16003978883391032
561,611,0.0,0.96000003814697
562,561,392.0558237689766,0.15666295144150444
562,563,805.139603185533,0.26673297079083297
562,977,0.0,0.4
563,562,392.0558237689766,0.2611049086937957
563,564,1026.1884968501035,0.19474287625002326
563,613,1910.7598072007893,0.7353923747576109
564,563,951.9931535500799,0.19128578188405124
564,617,1601.1884968501035,0.5036430990604501
564,998,916.6936328240262,0.10853588322684347
565,537,115.0,1.173917540834168
565,566,97.0,0.010000000397364
565,569,17.0,0.010000000397364
566,565,90.0,0.010000000397364
566,567,113.0,0.8348468896926563
566,569,0.0,0.010000000397364
567,118,17.0,0.92000001271566
567,566,90.0,0.834805881530184
567,666,96.0,1.773916152877992
568,565,25.0,0.010000000397364
568,566,16.0,0.010000000397364
569,571,17.0,1.7739179079831702
570,116,63.0,0.52000001271566
570,568,41.0,1.1739815738040145
571,116,17.0,0.52000001271566
571,575,647.0,2.1535194337615646
572,570,67.0,1.7223003001100563
573,540,538.0550857253183,0.7057574686256978
573,572,20.0,0.010000000397364
573,576,208.0,0.010000000397364
573,577,0.0,0.010000000397364
574,572,41.0,0.010000000397364
574,573,0.0,0.010000000397364
574,576,89.0,0.010000000397364
575,573,212.4023477012743,0.010000000397364
575,576,193.0,0.010000000397364
575,577,241.5976522987257,0.010000000397364
576,572,6.0,0.010000000397364
576,573,325.6527380240441,0.010000000397364
576,577,27.0,0.010000000397364
576,630,490.0,0.8799361159428126
577,578,268.5976522987257,0.570977647448147
578,111,39.0,0.72000001271566
578,581,370.5976522987257,1.0912245808508985
579,111,29.0,0.72000001271566
579,574,130.0,0.5496471723022651
580,543,81.57692072176724,0.4959741391883717
580,579,60.0,0.9654311027701205
580,581,146.64539927086295,0.31463066619692964
581,580,41.576920721767245,0.31306265920964743
581,582,340.6675463354477,0.4579583164579448
581,632,374.645399270863,0.7702416152471014
582,584,329.6675463354477,0.010000000397364
582,586,0.0,0.010000000397364
582,587,11.0,0.010000000397364
583,580,100.0,0.4179446612554469
584,544,329.6675463354477,1.1583921530773622
584,583,0.0,0.010000000397364
584,586,153.35460072913705,0.010000000397364
584,587,355.0723902470272,0.010000000397364
585,583,22.0,0.010000000397364
585,584,0.0,0.010000000397364
585,586,20.0,0.010000000397364
586,583,78.0,0.010000000397364
586,584,0.0,0.010000000397364
586,587,0.0,0.010000000397364
586,635,173.35460072913705,0.8352174753205451
587,589,366.0723902470272,0.4695850450043906
588,546,120.0,0.4968968887651742
588,585,42.0,0.417417801860352
